run_id,map,effective_map,demand,pop_seed,scenario,controller,flags,driver_profile,population_file,status,wall_seconds,log_file,vehicles_count,mean_wait_s,p95_wait_s,mean_travel_s,p95_travel_s,mean_speed_mps,mean_co2_g,mean_fuel_g
manhattan3x3_100pc__low__seed1__mp_base,manhattan3x3_100pc,manhattan3x3_100pc,low,1,mp_base,mp,,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0015_20260504_030124/populations/manhattan3x3_100pc_low_seed1.yaml,ok,1.379,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0015_20260504_030124/runs/manhattan3x3_100pc__low__seed1__mp_base/vehicle_metrics.csv,11,1.545455,7.0,16.272727,25.5,9.138093,31.569388,10.217033
