run_id,map,demand,pop_seed,scenario,flags,population_file,status,wall_seconds,log_file,vehicles_count,mean_wait_s,p95_wait_s,mean_travel_s,p95_travel_s,mean_speed_mps,mean_co2_g,mean_fuel_g
manhattan3x3_100pc__low__seed1__mp_base,manhattan3x3_100pc,low,1,mp_base,,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0008_20260328_153614/populations/manhattan3x3_100pc_low_seed1.yaml,ok,1.351,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0008_20260328_153614/runs/manhattan3x3_100pc__low__seed1__mp_base/vehicle_metrics.csv,11,1.545455,7.0,16.272727,25.5,9.202601,31.18684,10.093108
manhattan3x3_100pc__low__seed1__mp_fairness,manhattan3x3_100pc,low,1,mp_fairness,--fairness --fairness-mu 3.0 --fairness-w-half 45.0,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0008_20260328_153614/populations/manhattan3x3_100pc_low_seed1.yaml,ok,1.389,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0008_20260328_153614/runs/manhattan3x3_100pc__low__seed1__mp_fairness/vehicle_metrics.csv,11,1.545455,7.0,16.272727,25.5,9.202601,31.18684,10.093108
