run_id,map,effective_map,demand,demand_vehicles,demand_start_time,demand_end_time,population_set,pop_seed,scenario,controller,flags,driver_profile,population_file,status,wall_seconds,log_file,vehicles_count,mean_wait_s,p95_wait_s,mean_travel_s,p95_travel_s,mean_time_loss_s,mean_speed_mps,mean_co2_g,mean_fuel_g,planned_trips,completed_trips,unfinished_trips,censoring_rate,mp_switch_margin_count,mp_switch_max_green_count,mp_nmin_hold_step_count,mp_spillback_block_event_count,mp_spillback_release_event_count,mp_spillback_block_step_count,mp_platoon_extend_step_count,mp_fairness_positive_bonus_count,mp_fairness_bonus_sum
bologna__balanced__medium__seed1__mp_fair_mu3_w30,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_fair_mu3_w30,mp,--fairness --fairness-mu 3.0 --fairness-w-half 30.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,390.148,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_fair_mu3_w30/vehicle_metrics.csv,2996,698.27737,2788.5,1022.285714,3380.25,844.845491,7.007437,-7487572.182509,-7489235.668756,3000,2996,4,0.133333,6483.0,1195.0,0.0,0.0,0.0,0.0,0.0,28578.0,44263.88695
bologna__balanced__medium__seed1__mp_nmin_a120_f4,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_nmin_a120_f4,mp,--nmin-dynamic --lost-time-sat-flow 0.50 --nmin-alpha 1.20 --nmin-floor 4 --nmin-min-green 4.0 --nmin-demand-gain 0.40 --nmin-empty-release-seconds 1.5,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,390.879,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_nmin_a120_f4/vehicle_metrics.csv,2892,738.870332,3109.8,1055.528008,3750.5,876.709948,7.313384,-10379206.734469,-10380915.79205,3000,2892,108,3.6,6603.0,1246.0,11490.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__balanced__medium__seed1__mp_fair_mu5_w20,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_fair_mu5_w20,mp,--fairness --fairness-mu 5.0 --fairness-w-half 20.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,392.498,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_fair_mu5_w20/vehicle_metrics.csv,2961,686.449848,2569.0,1003.387707,3159.0,825.147423,7.175453,-9281590.295616,-9283224.359711,3000,2961,39,1.3,6475.0,1194.0,0.0,0.0,0.0,0.0,0.0,25736.0,75018.600936
bologna__balanced__medium__seed1__fixed_program0,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,fixed_program0,fixed,--fixed-program-id 0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,110.703,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__fixed_program0/vehicle_metrics.csv,2974,528.503362,2181.0,868.195696,2914.75,692.75348,6.741733,-5761049.308601,-5762592.299366,3000,2974,26,0.866667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__balanced__medium__seed1__fixed_tuned,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,fixed_tuned,fixed,--fixed-program-id 0 --fixed-main-green-seconds 30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,108.317,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__fixed_tuned/vehicle_metrics.csv,3000,535.978667,1686.15,873.681,2401.05,700.694367,5.950807,-2220319.174144,-2221893.783455,3000,3000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__balanced__medium__seed1__mp_downstream_b04,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_downstream_b04,mp,--downstream-penalty --downstream-beta 0.4 --downstream-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,502.191,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_downstream_b04/vehicle_metrics.csv,2484,941.508454,3590.4,1272.390499,4255.15,1100.899533,5.799983,-10510717.11648,-10512604.219199,3000,2484,516,17.2,21700.0,1154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__balanced__medium__seed1__mp_downstream_b08,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_downstream_b08,mp,--downstream-penalty --downstream-beta 0.8 --downstream-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,516.311,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_downstream_b08/vehicle_metrics.csv,2494,1105.40818,3809.15,1451.356055,4493.8,1275.523536,5.348551,-15958835.151442,-15960908.910949,3000,2494,506,16.866667,21799.0,1144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__balanced__medium__seed1__mp_platoon_x4,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_platoon_x4,mp,--platoon-extension --platoon-headway-threshold 2.1 --platoon-gap-out-seconds 2.1 --platoon-max-extra-green 4.0 --platoon-guard-occ 0.90,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,575.571,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_platoon_x4/vehicle_metrics.csv,2927,679.187906,2708.1,997.394602,3331.7,820.49714,7.223072,-8022208.927612,-8023849.890531,3000,2927,73,2.433333,5785.0,1233.0,0.0,0.0,0.0,0.0,679.0,0.0,0.0
bologna__balanced__medium__seed1__mp_platoon_x2,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_platoon_x2,mp,--platoon-extension --platoon-headway-threshold 2.1 --platoon-gap-out-seconds 2.1 --platoon-max-extra-green 2.0 --platoon-guard-occ 0.90,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,576.51,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_platoon_x2/vehicle_metrics.csv,2929,689.903039,2636.6,1004.144418,3264.0,826.937426,7.29695,-8240699.485197,-8242351.570487,3000,2929,71,2.366667,5881.0,1204.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0
bologna__balanced__medium__seed1__mp_spillback_on85_off70,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_spillback_on85_off70,mp,--spillback --spillback-on 0.85 --spillback-off 0.70 --spillback-min-halts 2 --spillback-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,632.752,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_spillback_on85_off70/vehicle_metrics.csv,2939,659.846546,2596.1,971.742429,3175.1,792.987125,7.346559,-10022985.957608,-10024596.446857,3000,2939,61,2.033333,5765.0,1191.0,0.0,82.0,82.0,6839.0,0.0,0.0,0.0
bologna__balanced__medium__seed1__mp_spillback_on90_off80,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_spillback_on90_off80,mp,--spillback --spillback-on 0.90 --spillback-off 0.80 --spillback-min-halts 3 --spillback-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,638.514,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_spillback_on90_off80/vehicle_metrics.csv,2928,622.60485,2334.85,934.027322,2951.85,756.279095,7.449943,-9032444.935113,-9034011.778721,3000,2928,72,2.4,5621.0,1167.0,0.0,65.0,65.0,6058.0,0.0,0.0,0.0
bologna__balanced__medium__seed1__mp_switch_rel005,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_switch_rel005,mp,--switch-epsilon-rel 0.05,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,373.667,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_switch_rel005/vehicle_metrics.csv,2918,639.174777,2552.75,948.566827,3134.95,770.53816,7.42899,-9573378.120022,-9574970.676863,3000,2918,82,2.733333,5755.0,1219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_program0,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_program0,mp,--program0-hybrid --program0-load-ref 3.5 --program0-enter-mp-load 0.60 --program0-exit-fixed-load 0.40 --program0-mode-streak 4,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,341.37,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_program0/vehicle_metrics.csv,2946,678.458588,2522.25,1147.860489,3320.0,939.980591,5.706644,-5209809.781118,-5211775.346159,3000,2946,54,1.8,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__balanced__medium__seed1__mp_super,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_super,mp,--super-router --super-load-ref 3.5 --super-low-load 0.40 --super-high-load 0.65 --super-imbalance-threshold 0.55 --super-platoon-threshold 0.70 --super-downstream-threshold 0.92 --super-mode-streak 4 --super-nmin-load 0.78 --super-lta-gain 0.60 --super-lta-sat-flow 0.50 --super-nmin-alpha 1.20 --super-nmin-floor 4 --super-nmin-min-green 4.0 --super-nmin-demand-gain 0.40 --super-nmin-empty-release-seconds 1.5,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,746.218,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_super/vehicle_metrics.csv,3000,462.677667,2289.35,782.583333,2802.15,605.915527,6.927048,-6409875.051664,-6411332.373889,3000,3000,0,0.0,557.0,0.0,0.0,3.0,1.0,30.0,0.0,2031.0,4682.151983
bologna__balanced__medium__seed1__mp_switch_rel010,bologna,bologna,medium,3000,0.0,3600.0,balanced,1,mp_switch_rel010,mp,--switch-epsilon-rel 0.10,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_balanced_medium_seed1.yaml,ok,378.979,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__balanced__medium__seed1__mp_switch_rel010/vehicle_metrics.csv,2931,689.618219,2848.0,1006.199249,3465.0,828.914493,7.493198,-8419340.456121,-8420994.647918,3000,2931,69,2.3,5808.0,1199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_base,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_base,mp,,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,510.108,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_base/vehicle_metrics.csv,2352,1190.67602,3884.45,1594.179422,4588.0,1389.054996,6.207405,-12528960.177264,-12531332.860886,3000,2352,648,21.6,5686.0,1317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_lta_g060_sf050,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_lta_g060_sf050,mp,--lost-time-aware --lost-time-sat-flow 0.50 --lost-time-gain 0.60,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,498.846,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_lta_g060_sf050/vehicle_metrics.csv,2449,1132.17354,3542.2,1554.857085,4319.2,1349.726468,5.984929,-8803964.473293,-8806290.242249,3000,2449,551,18.366667,3308.0,2503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_lta_g040_sf050,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_lta_g040_sf050,mp,--lost-time-aware --lost-time-sat-flow 0.50 --lost-time-gain 0.40,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,511.302,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_lta_g040_sf050/vehicle_metrics.csv,2428,1230.406919,4150.55,1650.004119,4802.65,1444.740638,5.998817,-12629701.184303,-12632117.12771,3000,2428,572,19.066667,4521.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_nmin_a120_f4,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_nmin_a120_f4,mp,--nmin-dynamic --lost-time-sat-flow 0.50 --nmin-alpha 1.20 --nmin-floor 4 --nmin-min-green 4.0 --nmin-demand-gain 0.40 --nmin-empty-release-seconds 1.5,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,524.124,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_nmin_a120_f4/vehicle_metrics.csv,2347,1293.623775,4200.8,1714.535577,4976.8,1505.194069,6.041015,-15979383.184723,-15981872.120919,3000,2347,653,21.766667,6303.0,1309.0,12464.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_nmin_a080_f2,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_nmin_a080_f2,mp,--nmin-dynamic --lost-time-sat-flow 0.50 --nmin-alpha 0.80 --nmin-floor 2 --nmin-min-green 4.0 --nmin-demand-gain 0.25 --nmin-empty-release-seconds 1.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,525.752,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_nmin_a080_f2/vehicle_metrics.csv,2272,1188.108715,4048.45,1599.251761,4734.45,1397.219652,6.097156,-11483424.271471,-11485815.823808,3000,2272,728,24.266667,6858.0,1292.0,3565.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__fixed_program0,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,fixed_program0,fixed,--fixed-program-id 0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,183.501,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__fixed_program0/vehicle_metrics.csv,2706,750.691057,2502.25,1197.586475,3330.25,997.064054,5.583546,-4275342.351602,-4277345.217042,3000,2706,294,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__fixed_tuned,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,fixed_tuned,fixed,--fixed-program-id 0 --fixed-main-green-seconds 30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,212.962,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__fixed_tuned/vehicle_metrics.csv,2681,1005.800821,2959.0,1474.287206,3811.0,1274.917449,4.510574,-2033532.996822,-2035842.505965,3000,2681,319,10.633333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_downstream_b08,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_downstream_b08,mp,--downstream-penalty --downstream-beta 0.8 --downstream-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,612.98,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_downstream_b08/vehicle_metrics.csv,1839,1213.362153,3891.7,1627.726482,4596.5,1426.20354,4.964435,-17480016.103505,-17482362.097998,3000,1839,1161,38.7,20588.0,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_downstream_b04,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_downstream_b04,mp,--downstream-penalty --downstream-beta 0.4 --downstream-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,627.29,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_downstream_b04/vehicle_metrics.csv,1765,1271.881586,4029.0,1679.887819,4715.6,1478.736261,4.890371,-17892926.076316,-17895350.126458,3000,1765,1235,41.166667,20162.0,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_fair_mu5_w20,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_fair_mu5_w20,mp,--fairness --fairness-mu 5.0 --fairness-w-half 20.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,514.516,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_fair_mu5_w20/vehicle_metrics.csv,2362,1082.145639,3418.75,1503.917866,4271.4,1298.828357,6.183223,-10503609.18605,-10505863.996995,3000,2362,638,21.266667,6644.0,1291.0,0.0,0.0,0.0,0.0,0.0,55971.0,204082.968171
bologna__skewed__medium__seed1__mp_fair_mu3_w30,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_fair_mu3_w30,mp,--fairness --fairness-mu 3.0 --fairness-w-half 30.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,522.161,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_fair_mu3_w30/vehicle_metrics.csv,2464,1257.346997,4065.25,1681.149756,4735.55,1476.78039,6.006737,-11016642.129435,-11019072.886149,3000,2464,536,17.866667,6535.0,1301.0,0.0,0.0,0.0,0.0,0.0,54787.0,108670.398036
bologna__skewed__medium__seed1__mp_super,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_super,mp,--super-router --super-load-ref 3.5 --super-low-load 0.40 --super-high-load 0.65 --super-imbalance-threshold 0.55 --super-platoon-threshold 0.70 --super-downstream-threshold 0.92 --super-mode-streak 4 --super-nmin-load 0.78 --super-lta-gain 0.60 --super-lta-sat-flow 0.50 --super-nmin-alpha 1.20 --super-nmin-floor 4 --super-nmin-min-green 4.0 --super-nmin-demand-gain 0.40 --super-nmin-empty-release-seconds 1.5,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,836.461,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_super/vehicle_metrics.csv,2921,731.408764,2541.0,1214.685724,3473.0,1007.108559,5.549488,-5390332.30532,-5392366.432301,3000,2921,79,2.633333,937.0,0.0,0.0,100.0,94.0,4436.0,0.0,3155.0,6333.295236
bologna__skewed__medium__seed1__mp_switch_rel005,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_switch_rel005,mp,--switch-epsilon-rel 0.05,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,511.253,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_switch_rel005/vehicle_metrics.csv,2352,1190.67602,3884.45,1594.179422,4588.0,1389.054996,6.207405,-12528960.177264,-12531332.860886,3000,2352,648,21.6,5683.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_switch_eps1,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_switch_eps1,mp,--switch-epsilon 1.0,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,517.041,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_switch_eps1/vehicle_metrics.csv,2342,1243.342869,4137.6,1654.393681,4928.8,1451.095124,6.057715,-10657677.550656,-10660137.111827,3000,2342,658,21.933333,4407.0,1918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_spillback_on85_off70,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_spillback_on85_off70,mp,--spillback --spillback-on 0.85 --spillback-off 0.70 --spillback-min-halts 2 --spillback-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,758.937,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_spillback_on85_off70/vehicle_metrics.csv,2337,1154.453145,3744.0,1554.390672,4486.6,1353.811819,6.20589,-8529015.825263,-8531375.829063,3000,2337,663,22.1,5820.0,1286.0,0.0,304.0,294.0,30976.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_spillback_on90_off80,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_spillback_on90_off80,mp,--spillback --spillback-on 0.90 --spillback-off 0.80 --spillback-min-halts 3 --spillback-alpha 0.30,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,766.683,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_spillback_on90_off80/vehicle_metrics.csv,2225,1042.484944,3537.4,1425.34382,4269.4,1226.89636,6.533976,-8762398.301105,-8764560.923607,3000,2225,775,25.833333,5800.0,1283.0,0.0,260.0,252.0,26328.0,0.0,0.0,0.0
bologna__skewed__medium__seed1__mp_platoon_x2,bologna,bologna,medium,3000,0.0,3600.0,skewed,1,mp_platoon_x2,mp,--platoon-extension --platoon-headway-threshold 2.1 --platoon-gap-out-seconds 2.1 --platoon-max-extra-green 2.0 --platoon-guard-occ 0.90,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_skewed_medium_seed1.yaml,ok,728.224,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__skewed__medium__seed1__mp_platoon_x2/vehicle_metrics.csv,2409,1188.044002,3895.6,1607.854711,4714.6,1397.840091,6.26146,-14646903.552218,-14649271.436267,3000,2409,591,19.7,5820.0,1283.0,0.0,0.0,0.0,0.0,536.0,0.0,0.0
bologna__peak__medium__seed1__mp_program0,bologna,bologna,medium,3000,0.0,3600.0,peak,1,mp_program0,mp,--program0-hybrid --program0-load-ref 3.5 --program0-enter-mp-load 0.60 --program0-exit-fixed-load 0.40 --program0-mode-streak 4,human_light,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/populations/bologna_peak_medium_seed1.yaml,ok,390.298,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0023_20260526_151234/runs/bologna__peak__medium__seed1__mp_program0/vehicle_metrics.csv,2817,901.633298,2826.2,1446.065673,3925.2,1241.684061,4.886831,-5171860.950163,-5174037.333,3000,2817,183,6.1,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
