map,population_set,demand,scenario,runs,avg_mean_wait_s,std_mean_wait_s,avg_p95_wait_s,avg_mean_travel_s,std_mean_travel_s,avg_p95_travel_s,avg_mean_time_loss_s,avg_mean_speed_mps,avg_vehicles_count,avg_planned_trips,avg_completed_trips,avg_unfinished_trips,avg_censoring_rate,avg_switch_margin_count,avg_switch_max_green_count,avg_nmin_hold_step_count,avg_spillback_block_event_count,avg_spillback_release_event_count,avg_spillback_block_step_count,avg_platoon_extend_step_count,avg_fairness_positive_bonus_count,avg_fairness_bonus_sum
bologna,peak,medium,mp_base,1,1255.093102,0.0,4001.0,1681.071519,0.0,4787.6,1479.271968,5.808433,2363.0,3000.0,2363.0,637.0,21.2333,5407.0,1166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_downstream_b04,1,1261.469965,0.0,3832.15,1680.028857,0.0,4463.6,1478.283145,4.576193,1698.0,3000.0,1698.0,1302.0,43.4,18543.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_downstream_b08,1,1278.087868,0.0,3759.85,1713.731293,0.0,4442.4,1509.584212,4.425136,1764.0,3000.0,1764.0,1236.0,41.2,18883.0,1097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_fair_mu3_w30,1,1232.264947,0.0,3841.7,1687.300983,0.0,4597.6,1485.803309,5.464383,2442.0,3000.0,2442.0,558.0,18.6,6197.0,1142.0,0.0,0.0,0.0,0.0,0.0,60590.0,120373.766604
bologna,peak,medium,mp_fair_mu5_w20,1,1257.178808,0.0,4118.6,1682.375717,0.0,4843.2,1483.336954,5.607704,2265.0,3000.0,2265.0,735.0,24.5,6381.0,1140.0,0.0,0.0,0.0,0.0,0.0,56305.0,206348.656712
bologna,peak,medium,mp_lta_g040_sf050,1,1334.274535,0.0,3926.05,1763.131134,0.0,4754.85,1557.851151,5.587153,2364.0,3000.0,2364.0,636.0,21.2,4223.0,1667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_lta_g060_sf050,1,1025.8536,0.0,3821.4,1411.904149,0.0,4509.0,1211.416848,6.017597,2097.0,3000.0,2097.0,903.0,30.1,2982.0,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_nmin_a080_f2,1,1258.727854,0.0,3992.55,1696.209589,0.0,4788.55,1493.695087,5.39179,2190.0,3000.0,2190.0,810.0,27.0,6623.0,1144.0,4911.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_nmin_a120_f4,1,1348.048831,0.0,3933.0,1805.119409,0.0,4770.0,1595.934346,5.451823,2437.0,3000.0,2437.0,563.0,18.7667,6272.0,1168.0,13784.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_platoon_x2,1,1198.609436,0.0,3764.6,1635.074268,0.0,4589.0,1427.738637,5.766227,2289.0,3000.0,2289.0,711.0,23.7,5281.0,1154.0,0.0,0.0,0.0,0.0,528.0,0.0,0.0
bologna,peak,medium,mp_platoon_x4,1,1189.891253,0.0,3560.3,1647.058708,0.0,4391.05,1441.657136,5.298586,2538.0,3000.0,2538.0,462.0,15.4,5548.0,1223.0,0.0,0.0,0.0,0.0,968.0,0.0,0.0
bologna,peak,medium,mp_program0,1,901.633298,0.0,2826.2,1446.065673,0.0,3925.2,1241.684061,4.886831,2817.0,3000.0,2817.0,183.0,6.1,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_spillback_on85_off70,1,1225.68088,0.0,4013.3,1638.9614,0.0,4753.9,1441.023829,5.567763,2228.0,3000.0,2228.0,772.0,25.7333,5418.0,1125.0,0.0,444.0,442.0,38285.0,0.0,0.0,0.0
bologna,peak,medium,mp_spillback_on90_off80,1,960.201975,0.0,3943.0,1333.48642,0.0,4576.4,1134.274183,6.347097,2025.0,3000.0,2025.0,975.0,32.5,5165.0,1100.0,0.0,333.0,329.0,31781.0,0.0,0.0,0.0
bologna,peak,medium,mp_super,1,957.076573,0.0,3066.7,1506.751399,0.0,4168.4,1303.262084,4.779842,2860.0,3000.0,2860.0,140.0,4.6667,1293.0,0.0,0.0,139.0,130.0,5978.0,0.0,5231.0,10165.601626
bologna,peak,medium,mp_switch_eps1,1,1270.017515,0.0,3819.75,1706.021268,0.0,4656.5,1501.614441,5.65381,2398.0,3000.0,2398.0,602.0,20.0667,4217.0,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_switch_rel005,1,1251.208045,0.0,4105.45,1668.799308,0.0,4837.9,1468.13061,5.880372,2312.0,3000.0,2312.0,688.0,22.9333,5297.0,1162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_switch_rel010,1,1074.888109,0.0,3910.25,1467.935861,0.0,4584.25,1270.210679,5.853085,2136.0,3000.0,2136.0,864.0,28.8,5297.0,1142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,fixed_program0,1,1220.728745,0.0,3541.8,1749.207287,0.0,4631.2,1545.25092,4.228128,3705.0,5000.0,3705.0,1295.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,fixed_tuned,1,1318.840149,0.0,3637.0,1822.561338,0.0,4580.0,1624.126008,3.737753,3497.0,5000.0,3497.0,1503.0,30.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_base,1,1022.532371,0.0,3969.7,1383.521841,0.0,4591.55,1180.659017,6.306522,2564.0,5000.0,2564.0,2436.0,48.72,6901.0,1189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_downstream_b04,1,1387.145929,0.0,4237.4,1814.105991,0.0,5030.8,1605.629688,4.582392,1953.0,5000.0,1953.0,3047.0,60.94,19650.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_downstream_b08,1,1470.800404,0.0,4466.2,1890.741283,0.0,5157.1,1686.062153,4.391163,1979.0,5000.0,1979.0,3021.0,60.42,19713.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_fair_mu3_w30,1,994.263378,0.0,3682.6,1385.72334,0.0,4418.9,1185.108713,5.9476,2635.0,5000.0,2635.0,2365.0,47.3,8541.0,1123.0,0.0,0.0,0.0,0.0,0.0,138385.0,295835.383493
bologna,skewed,high,mp_fair_mu5_w20,1,1014.763465,0.0,3660.8,1413.487759,0.0,4253.3,1215.833397,5.658332,2655.0,5000.0,2655.0,2345.0,46.9,9487.0,1067.0,0.0,0.0,0.0,0.0,0.0,121995.0,461700.221572
bologna,skewed,high,mp_lta_g040_sf050,1,920.354888,0.0,3654.6,1282.930011,0.0,4262.4,1079.930784,6.348026,2629.0,5000.0,2629.0,2371.0,47.42,5505.0,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_lta_g060_sf050,1,913.414286,0.0,3633.1,1270.904633,0.0,4262.8,1065.94561,6.12641,2590.0,5000.0,2590.0,2410.0,48.2,4354.0,2212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_nmin_a080_f2,1,958.982937,0.0,3892.95,1340.499603,0.0,4512.45,1137.70179,6.091437,2520.0,5000.0,2520.0,2480.0,49.6,9194.0,1130.0,8483.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_nmin_a120_f4,1,982.113378,0.0,3940.6,1360.778737,0.0,4584.2,1155.221267,6.051381,2549.0,5000.0,2549.0,2451.0,49.02,8534.0,1184.0,20251.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_platoon_x2,1,1035.215909,0.0,4170.05,1404.030172,0.0,4844.9,1199.045823,6.145931,2552.0,5000.0,2552.0,2448.0,48.96,7026.0,1148.0,0.0,0.0,0.0,0.0,502.0,0.0,0.0
bologna,skewed,high,mp_platoon_x4,1,997.027435,0.0,3769.7,1360.549105,0.0,4438.0,1162.86705,6.090258,2515.0,5000.0,2515.0,2485.0,49.7,7046.0,1153.0,0.0,0.0,0.0,0.0,854.0,0.0,0.0
bologna,skewed,high,mp_program0,1,1203.844618,0.0,3266.45,1801.200606,0.0,4392.3,1600.477552,4.194777,3958.0,5000.0,3958.0,1042.0,20.84,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_spillback_on85_off70,1,1051.783699,0.0,3793.45,1422.768025,0.0,4512.1,1226.108973,6.05569,2552.0,5000.0,2552.0,2448.0,48.96,6671.0,1151.0,0.0,999.0,968.0,118434.0,0.0,0.0,0.0
bologna,skewed,high,mp_spillback_on90_off80,1,969.08766,0.0,3572.15,1342.129421,0.0,4254.15,1136.024056,6.149763,2658.0,5000.0,2658.0,2342.0,46.84,6921.0,1149.0,0.0,759.0,735.0,91510.0,0.0,0.0,0.0
bologna,skewed,high,mp_super,1,1086.538183,0.0,3059.15,1672.583132,0.0,4162.3,1469.206061,4.347143,4138.0,5000.0,4138.0,862.0,17.24,2682.0,0.0,0.0,276.0,261.0,17239.0,0.0,14127.0,27872.065071
bologna,skewed,high,mp_switch_eps1,1,916.154963,0.0,3545.2,1276.567281,0.0,4204.2,1079.616665,6.247538,2549.0,5000.0,2549.0,2451.0,49.02,5432.0,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_switch_rel005,1,978.487322,0.0,3790.1,1338.45523,0.0,4429.55,1133.908871,6.392603,2524.0,5000.0,2524.0,2476.0,49.52,6633.0,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,high,mp_switch_rel010,1,927.168457,0.0,3831.75,1289.996163,0.0,4540.75,1088.81538,6.292716,2606.0,5000.0,2606.0,2394.0,47.88,7060.0,1168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,fixed_program0,1,404.602,0.0,1518.3,781.496,0.0,2271.15,578.02844,7.237042,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,fixed_tuned,1,485.292667,0.0,1641.55,872.76,0.0,2461.3,669.295607,6.362666,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_base,1,672.088,0.0,2099.0,1032.998667,0.0,2591.75,827.46218,7.214164,1500.0,1500.0,1500.0,0.0,0.0,3663.0,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_downstream_b04,1,773.787304,0.0,3077.4,1144.1723,0.0,3851.0,945.03136,6.455379,1213.0,1500.0,1213.0,287.0,19.1333,18663.0,1241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_downstream_b08,1,871.151973,0.0,3275.5,1243.08984,0.0,3957.5,1044.435088,6.051174,1191.0,1500.0,1191.0,309.0,20.6,18968.0,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_fair_mu3_w30,1,696.628,0.0,2377.6,1067.380667,0.0,3006.15,862.063607,7.375244,1500.0,1500.0,1500.0,0.0,0.0,3895.0,1083.0,0.0,0.0,0.0,0.0,0.0,14715.0,21629.868192
bologna,skewed,low,mp_fair_mu5_w20,1,628.776667,0.0,1970.25,985.519333,0.0,2521.6,780.47392,7.366913,1500.0,1500.0,1500.0,0.0,0.0,4121.0,1119.0,0.0,0.0,0.0,0.0,0.0,12740.0,32532.673059
bologna,skewed,low,mp_lta_g040_sf050,1,663.693333,0.0,2058.75,1030.761333,0.0,2689.15,825.330487,7.13346,1500.0,1500.0,1500.0,0.0,0.0,2712.0,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_lta_g060_sf050,1,588.067333,0.0,1904.05,945.662667,0.0,2353.8,740.52122,7.117374,1500.0,1500.0,1500.0,0.0,0.0,1772.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_nmin_a080_f2,1,713.599333,0.0,2403.0,1078.851333,0.0,2896.3,873.44986,7.13245,1500.0,1500.0,1500.0,0.0,0.0,4046.0,1109.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_nmin_a120_f4,1,662.572,0.0,2340.85,1029.442,0.0,2964.85,823.479953,7.489175,1500.0,1500.0,1500.0,0.0,0.0,3949.0,1113.0,6425.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_platoon_x2,1,644.274,0.0,2108.2,994.086667,0.0,2577.05,788.815947,7.429917,1500.0,1500.0,1500.0,0.0,0.0,3617.0,1133.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0
bologna,skewed,low,mp_platoon_x4,1,560.870667,0.0,1779.15,913.071333,0.0,2310.9,707.971727,7.674482,1500.0,1500.0,1500.0,0.0,0.0,3608.0,1050.0,0.0,0.0,0.0,0.0,496.0,0.0,0.0
bologna,skewed,low,mp_program0,1,276.558,0.0,610.1,632.18,0.0,1201.1,428.703513,7.815335,1500.0,1500.0,1500.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_spillback_on85_off70,1,664.654667,0.0,2062.2,1027.991333,0.0,2610.1,822.701893,7.20106,1500.0,1500.0,1500.0,0.0,0.0,3601.0,1107.0,0.0,43.0,43.0,5164.0,0.0,0.0,0.0
bologna,skewed,low,mp_spillback_on90_off80,1,646.634,0.0,1963.9,1008.517333,0.0,2483.05,803.259287,7.239626,1500.0,1500.0,1500.0,0.0,0.0,3662.0,1125.0,0.0,17.0,17.0,2376.0,0.0,0.0,0.0
bologna,skewed,low,mp_super,1,253.896,0.0,528.1,607.134667,0.0,1108.1,403.673767,7.971203,1500.0,1500.0,1500.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,276.994406
bologna,skewed,low,mp_switch_eps1,1,631.191333,0.0,1967.45,982.008667,0.0,2422.05,776.76786,7.184019,1500.0,1500.0,1500.0,0.0,0.0,2695.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_switch_rel005,1,672.088,0.0,2099.0,1032.998667,0.0,2591.75,827.46218,7.214164,1500.0,1500.0,1500.0,0.0,0.0,3663.0,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,low,mp_switch_rel010,1,668.381333,0.0,2152.65,1029.628667,0.0,2722.6,824.172627,7.257983,1500.0,1500.0,1500.0,0.0,0.0,3673.0,1153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,fixed_program0,1,750.691057,0.0,2502.25,1197.586475,0.0,3330.25,997.064054,5.583546,2706.0,3000.0,2706.0,294.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,fixed_tuned,1,1005.800821,0.0,2959.0,1474.287206,0.0,3811.0,1274.917449,4.510574,2681.0,3000.0,2681.0,319.0,10.6333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_base,1,1190.67602,0.0,3884.45,1594.179422,0.0,4588.0,1389.054996,6.207405,2352.0,3000.0,2352.0,648.0,21.6,5686.0,1317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_downstream_b04,1,1271.881586,0.0,4029.0,1679.887819,0.0,4715.6,1478.736261,4.890371,1765.0,3000.0,1765.0,1235.0,41.1667,20162.0,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_downstream_b08,1,1213.362153,0.0,3891.7,1627.726482,0.0,4596.5,1426.20354,4.964435,1839.0,3000.0,1839.0,1161.0,38.7,20588.0,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_fair_mu3_w30,1,1257.346997,0.0,4065.25,1681.149756,0.0,4735.55,1476.78039,6.006737,2464.0,3000.0,2464.0,536.0,17.8667,6535.0,1301.0,0.0,0.0,0.0,0.0,0.0,54787.0,108670.398036
bologna,skewed,medium,mp_fair_mu5_w20,1,1082.145639,0.0,3418.75,1503.917866,0.0,4271.4,1298.828357,6.183223,2362.0,3000.0,2362.0,638.0,21.2667,6644.0,1291.0,0.0,0.0,0.0,0.0,0.0,55971.0,204082.968171
bologna,skewed,medium,mp_lta_g040_sf050,1,1230.406919,0.0,4150.55,1650.004119,0.0,4802.65,1444.740638,5.998817,2428.0,3000.0,2428.0,572.0,19.0667,4521.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_lta_g060_sf050,1,1132.17354,0.0,3542.2,1554.857085,0.0,4319.2,1349.726468,5.984929,2449.0,3000.0,2449.0,551.0,18.3667,3308.0,2503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_nmin_a080_f2,1,1188.108715,0.0,4048.45,1599.251761,0.0,4734.45,1397.219652,6.097156,2272.0,3000.0,2272.0,728.0,24.2667,6858.0,1292.0,3565.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_nmin_a120_f4,1,1293.623775,0.0,4200.8,1714.535577,0.0,4976.8,1505.194069,6.041015,2347.0,3000.0,2347.0,653.0,21.7667,6303.0,1309.0,12464.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_platoon_x2,1,1188.044002,0.0,3895.6,1607.854711,0.0,4714.6,1397.840091,6.26146,2409.0,3000.0,2409.0,591.0,19.7,5820.0,1283.0,0.0,0.0,0.0,0.0,536.0,0.0,0.0
bologna,skewed,medium,mp_platoon_x4,1,1123.341544,0.0,3526.25,1539.080049,0.0,4228.25,1332.74647,6.0952,2436.0,3000.0,2436.0,564.0,18.8,5847.0,1339.0,0.0,0.0,0.0,0.0,899.0,0.0,0.0
bologna,skewed,medium,mp_program0,1,678.458588,0.0,2522.25,1147.860489,0.0,3320.0,939.980591,5.706644,2946.0,3000.0,2946.0,54.0,1.8,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_spillback_on85_off70,1,1154.453145,0.0,3744.0,1554.390672,0.0,4486.6,1353.811819,6.20589,2337.0,3000.0,2337.0,663.0,22.1,5820.0,1286.0,0.0,304.0,294.0,30976.0,0.0,0.0,0.0
bologna,skewed,medium,mp_spillback_on90_off80,1,1042.484944,0.0,3537.4,1425.34382,0.0,4269.4,1226.89636,6.533976,2225.0,3000.0,2225.0,775.0,25.8333,5800.0,1283.0,0.0,260.0,252.0,26328.0,0.0,0.0,0.0
bologna,skewed,medium,mp_super,1,731.408764,0.0,2541.0,1214.685724,0.0,3473.0,1007.108559,5.549488,2921.0,3000.0,2921.0,79.0,2.6333,937.0,0.0,0.0,100.0,94.0,4436.0,0.0,3155.0,6333.295236
bologna,skewed,medium,mp_switch_eps1,1,1243.342869,0.0,4137.6,1654.393681,0.0,4928.8,1451.095124,6.057715,2342.0,3000.0,2342.0,658.0,21.9333,4407.0,1918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_switch_rel005,1,1190.67602,0.0,3884.45,1594.179422,0.0,4588.0,1389.054996,6.207405,2352.0,3000.0,2352.0,648.0,21.6,5683.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,skewed,medium,mp_switch_rel010,1,1145.105904,0.0,4328.05,1533.212746,0.0,5062.75,1329.672268,6.500488,2134.0,3000.0,2134.0,866.0,28.8667,5689.0,1238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
