run_id,map,effective_map,demand,demand_vehicles,demand_start_time,demand_end_time,pop_seed,scenario,controller,flags,driver_profile,population_file,status,wall_seconds,log_file,vehicles_count,mean_wait_s,p95_wait_s,mean_travel_s,p95_travel_s,mean_speed_mps,mean_co2_g,mean_fuel_g
masa_100pc__low__seed1__mp_base,masa_100pc,masa_100pc,low,1200,0.0,3600.0,1,mp_base,mp,,default,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0016_20260507_170054/populations/masa_100pc_low_seed1.yaml,ok,1.31,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0016_20260507_170054/runs/masa_100pc__low__seed1__mp_base/vehicle_metrics.csv,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
