map,demand,scenario,delta_baseline_scenario,avg_mean_wait_s,avg_mean_travel_s,wait_delta_vs_base_pct,travel_delta_vs_base_pct
masa_100pc,low,mp_base,mp_base,0.0,0.0,0.0,0.0
