run_id,map,effective_map,demand,demand_vehicles,demand_start_time,demand_end_time,pop_seed,scenario,controller,flags,driver_profile,population_file,status,wall_seconds,log_file,vehicles_count,mean_wait_s,p95_wait_s,mean_travel_s,p95_travel_s,mean_speed_mps,mean_co2_g,mean_fuel_g,mp_switch_margin_count,mp_switch_max_green_count,mp_nmin_hold_step_count,mp_spillback_block_event_count,mp_spillback_release_event_count,mp_platoon_extend_step_count,mp_fairness_positive_bonus_count,mp_fairness_bonus_sum
manhattan3x3_100pc__low__seed1__mp_base,manhattan3x3_100pc,manhattan3x3_100pc,low,2000,0.0,3600.0,1,mp_base,mp,,default,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0017_20260509_174007/populations/manhattan3x3_100pc_low_seed1.yaml,ok,1.383,/home/lugozzi/Desktop/tirocinio/Codice/sumo-traffic-control/logs/ablation/runs/run_0017_20260509_174007/runs/manhattan3x3_100pc__low__seed1__mp_base/vehicle_metrics.csv,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
