run_id,map,effective_map,demand,demand_vehicles,demand_start_time,demand_end_time,population_set,pop_seed,scenario,controller,flags,driver_profile,population_file,status,wall_seconds,log_file,vehicles_count,mean_wait_s,p95_wait_s,mean_travel_s,p95_travel_s,mean_time_loss_s,mean_speed_mps,mean_co2_g,mean_fuel_g,planned_trips,completed_trips,unfinished_trips,censoring_rate,mp_switch_margin_count,mp_switch_max_green_count,mp_nmin_hold_step_count,mp_spillback_block_event_count,mp_spillback_release_event_count,mp_spillback_block_step_count,mp_platoon_extend_step_count,mp_fairness_positive_bonus_count,mp_fairness_bonus_sum,mp_super_mode_switch_count,mp_super_program0_to_mp_count,mp_super_mp_to_program0_count,mp_super_program0_step_count,mp_super_base_step_count,mp_super_lta_step_count,mp_super_nmin_step_count,mp_super_fair_step_count,mp_super_platoon_step_count,mp_super_safe_step_count,mp_super_load_sum,mp_super_imbalance_sum,mp_super_wait_imbalance_sum,mp_super_burstiness_sum,mp_super_platoon_sum,mp_super_downstream_sum
bologna__balanced__low__seed1__mp_super_no_safe,bologna,bologna,low,1500,0.0,3600.0,balanced,1,mp_super_no_safe,mp,--super-router --super-load-ref 3.5 --super-low-load 0.38 --super-program0-exit-load 0.28 --super-high-load 0.62 --super-imbalance-threshold 0.50 --super-wait-imbalance-threshold 0.50 --super-burstiness-threshold 0.10 --super-platoon-threshold 0.50 --super-downstream-threshold 0.97 --super-mode-streak 4 --super-nmin-load 0.72 --super-lta-gain 0.60 --super-lta-sat-flow 0.50 --super-nmin-alpha 1.20 --super-nmin-floor 4 --super-nmin-min-green 4.0 --super-nmin-demand-gain 0.40 --super-nmin-empty-release-seconds 1.5 --fairness-mu 5.0 --fairness-w-half 20.0 --platoon-headway-threshold 2.1 --platoon-gap-out-seconds 2.1 --platoon-max-extra-green 2.0 --platoon-guard-occ 0.90 --spillback-on 0.90 --spillback-off 0.80 --spillback-min-halts 3 --spillback-alpha 0.30 --downstream-beta 0.4 --downstream-alpha 0.30 --super-disable-safe,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_balanced_low_seed1.yaml,ok,3066.709,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__balanced__low__seed1__mp_super_no_safe/vehicle_metrics.csv,1500,192.045333,440.05,462.387333,910.1,292.757453,8.647135,-11901.284203,-13051.674024,1500,1500,0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,307.974041,151.0,71.0,71.0,828325.0,54.0,575.0,16.0,878.0,0.0,0.0,9571.328007,77449.479776,71894.166358,8045.162945,3025.0,11210.455269
bologna__skewed__low__seed1__mp_program0,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_program0,mp,--program0-hybrid --program0-load-ref 3.5 --program0-enter-mp-load 0.60 --program0-exit-fixed-load 0.40 --program0-mode-streak 4,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_skewed_low_seed1.yaml,ok,1072.738,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__skewed__low__seed1__mp_program0/vehicle_metrics.csv,1500,261.709333,561.05,614.846667,1169.05,411.378253,7.93482,-3645.154546,-5054.000923,1500,1500,0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_base,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_base,mp,,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_skewed_low_seed1.yaml,ok,1597.935,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__skewed__low__seed1__mp_base/vehicle_metrics.csv,1500,682.946667,2241.05,1053.002667,2823.75,847.569313,7.359337,-2369615.72154,-2371400.903871,1500,1500,0,0.0,3553.0,1106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_lta_g060_sf050,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_lta_g060_sf050,mp,--lost-time-aware --lost-time-sat-flow 0.50 --lost-time-gain 0.60,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_skewed_low_seed1.yaml,ok,1524.074,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__skewed__low__seed1__mp_lta_g060_sf050/vehicle_metrics.csv,1500,581.837333,1767.75,938.275333,2226.6,733.419947,7.104014,-1660394.566164,-1662068.64267,1500,1500,0,0.0,1793.0,1964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_nmin_a120_f4,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_nmin_a120_f4,mp,--nmin-dynamic --lost-time-sat-flow 0.50 --nmin-alpha 1.20 --nmin-floor 4 --nmin-min-green 4.0 --nmin-demand-gain 0.40 --nmin-empty-release-seconds 1.5,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_skewed_low_seed1.yaml,ok,1762.624,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__skewed__low__seed1__mp_nmin_a120_f4/vehicle_metrics.csv,1500,875.126667,2734.55,1263.416,3385.2,1056.368007,6.898891,-4234737.213332,-4236742.945014,1500,1500,0,0.0,3858.0,1140.0,6731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_super,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_super,mp,--super-router --super-load-ref 3.5 --super-low-load 0.38 --super-program0-exit-load 0.28 --super-high-load 0.62 --super-imbalance-threshold 0.50 --super-wait-imbalance-threshold 0.50 --super-burstiness-threshold 0.10 --super-platoon-threshold 0.50 --super-downstream-threshold 0.97 --super-mode-streak 4 --super-nmin-load 0.72 --super-lta-gain 0.60 --super-lta-sat-flow 0.50 --super-nmin-alpha 1.20 --super-nmin-floor 4 --super-nmin-min-green 4.0 --super-nmin-demand-gain 0.40 --super-nmin-empty-release-seconds 1.5 --fairness-mu 5.0 --fairness-w-half 20.0 --platoon-headway-threshold 2.1 --platoon-gap-out-seconds 2.1 --platoon-max-extra-green 2.0 --platoon-guard-occ 0.90 --spillback-on 0.90 --spillback-off 0.80 --spillback-min-halts 3 --spillback-alpha 0.30 --downstream-beta 0.4 --downstream-alpha 0.30,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_skewed_low_seed1.yaml,ok,3217.776,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__skewed__low__seed1__mp_super/vehicle_metrics.csv,1500,244.374,506.05,594.598667,1099.15,391.13104,8.135822,-2235.426078,-3629.452887,1500,1500,0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,39.237374,411.0,185.0,185.0,856156.0,420.0,1848.0,41.0,100.0,4.0,0.0,11035.469959,83321.736914,75681.496026,8866.475831,4046.0,9730.885385
bologna__skewed__low__seed1__mp_fair_mu5_w20,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_fair_mu5_w20,mp,--fairness --fairness-mu 5.0 --fairness-w-half 20.0,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_skewed_low_seed1.yaml,ok,1678.582,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__skewed__low__seed1__mp_fair_mu5_w20/vehicle_metrics.csv,1500,652.632667,2079.6,1018.595333,2727.1,813.383347,7.346815,-2134147.408727,-2135906.219457,1500,1500,0,0.0,3953.0,1061.0,0.0,0.0,0.0,0.0,0.0,14519.0,40406.563014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_spillback_on90_off80,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_spillback_on90_off80,mp,--spillback --spillback-on 0.90 --spillback-off 0.80 --spillback-min-halts 3 --spillback-alpha 0.30,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_skewed_low_seed1.yaml,ok,3166.024,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__skewed__low__seed1__mp_spillback_on90_off80/vehicle_metrics.csv,1500,668.638,2132.0,1033.730667,2724.9,828.619447,7.410981,-1974492.398933,-1976268.371684,1500,1500,0,0.0,3597.0,1112.0,0.0,14.0,14.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__fixed_program0,bologna,bologna,low,1500,0.0,3600.0,skewed,1,fixed_program0,fixed,--fixed-program-id 0,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_skewed_low_seed1.yaml,ok,315.547,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__skewed__low__seed1__fixed_program0/vehicle_metrics.csv,1500,432.908,1608.45,818.031333,2415.35,614.46512,7.092115,-133624.573809,-135237.231176,1500,1500,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__fixed_tuned,bologna,bologna,low,1500,0.0,3600.0,skewed,1,fixed_tuned,fixed,--fixed-program-id 0 --fixed-main-green-seconds 30,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_skewed_low_seed1.yaml,ok,327.089,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__skewed__low__seed1__fixed_tuned/vehicle_metrics.csv,1500,493.717333,1593.75,881.324,2418.3,677.8592,6.289845,-11820.590963,-13509.90068,1500,1500,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_platoon_x2,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_platoon_x2,mp,--platoon-extension --platoon-headway-threshold 2.1 --platoon-gap-out-seconds 2.1 --platoon-max-extra-green 2.0 --platoon-guard-occ 0.90,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_skewed_low_seed1.yaml,ok,2856.943,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__skewed__low__seed1__mp_platoon_x2/vehicle_metrics.csv,1500,587.939333,1798.2,945.740667,2316.2,740.64448,7.446808,-1946713.318459,-1948395.793192,1500,1500,0,0.0,3569.0,1117.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__skewed__low__seed1__mp_super_no_safe,bologna,bologna,low,1500,0.0,3600.0,skewed,1,mp_super_no_safe,mp,--super-router --super-load-ref 3.5 --super-low-load 0.38 --super-program0-exit-load 0.28 --super-high-load 0.62 --super-imbalance-threshold 0.50 --super-wait-imbalance-threshold 0.50 --super-burstiness-threshold 0.10 --super-platoon-threshold 0.50 --super-downstream-threshold 0.97 --super-mode-streak 4 --super-nmin-load 0.72 --super-lta-gain 0.60 --super-lta-sat-flow 0.50 --super-nmin-alpha 1.20 --super-nmin-floor 4 --super-nmin-min-green 4.0 --super-nmin-demand-gain 0.40 --super-nmin-empty-release-seconds 1.5 --fairness-mu 5.0 --fairness-w-half 20.0 --platoon-headway-threshold 2.1 --platoon-gap-out-seconds 2.1 --platoon-max-extra-green 2.0 --platoon-guard-occ 0.90 --spillback-on 0.90 --spillback-off 0.80 --spillback-min-halts 3 --spillback-alpha 0.30 --downstream-beta 0.4 --downstream-alpha 0.30 --super-disable-safe,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_skewed_low_seed1.yaml,ok,3200.238,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__skewed__low__seed1__mp_super_no_safe/vehicle_metrics.csv,1500,244.374,506.05,594.598667,1099.15,391.13104,8.135822,-2235.426078,-3629.452887,1500,1500,0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,39.237374,411.0,185.0,185.0,856152.0,420.0,1852.0,41.0,100.0,4.0,0.0,11035.469959,83321.736914,75681.496026,8866.475831,4046.0,9730.885385
bologna__peak__low__seed1__mp_program0,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_program0,mp,--program0-hybrid --program0-load-ref 3.5 --program0-enter-mp-load 0.60 --program0-exit-fixed-load 0.40 --program0-mode-streak 4,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_peak_low_seed1.yaml,ok,1194.795,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__peak__low__seed1__mp_program0/vehicle_metrics.csv,1500,438.527333,1401.5,842.684,2077.45,638.58748,6.732897,-641770.880235,-643445.482542,1500,1500,0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_base,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_base,mp,,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_peak_low_seed1.yaml,ok,1950.492,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__peak__low__seed1__mp_base/vehicle_metrics.csv,1500,791.007333,2435.0,1167.076,3073.8,960.92562,6.875487,-3080926.291637,-3082861.89871,1500,1500,0,0.0,3289.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_nmin_a120_f4,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_nmin_a120_f4,mp,--nmin-dynamic --lost-time-sat-flow 0.50 --nmin-alpha 1.20 --nmin-floor 4 --nmin-min-green 4.0 --nmin-demand-gain 0.40 --nmin-empty-release-seconds 1.5,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_peak_low_seed1.yaml,ok,2006.342,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__peak__low__seed1__mp_nmin_a120_f4/vehicle_metrics.csv,1500,779.699333,2352.35,1160.392667,2915.8,954.324133,6.810791,-2961388.837488,-2963320.555427,1500,1500,0,0.0,3598.0,931.0,6017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna__peak__low__seed1__mp_lta_g060_sf050,bologna,bologna,low,1500,0.0,3600.0,peak,1,mp_lta_g060_sf050,mp,--lost-time-aware --lost-time-sat-flow 0.50 --lost-time-gain 0.60,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/populations/bologna_peak_low_seed1.yaml,ok,2089.23,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0025_20260614_143342/runs/bologna__peak__low__seed1__mp_lta_g060_sf050/vehicle_metrics.csv,1500,807.937333,2657.6,1190.787333,3230.25,984.20992,6.686902,-3572633.541077,-3574614.249757,1500,1500,0,0.0,1646.0,1840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
