map,population_set,demand,scenario,runs,avg_mean_wait_s,std_mean_wait_s,avg_p95_wait_s,avg_mean_travel_s,std_mean_travel_s,avg_p95_travel_s,avg_mean_time_loss_s,avg_mean_speed_mps,avg_vehicles_count,avg_planned_trips,avg_completed_trips,avg_unfinished_trips,avg_censoring_rate,avg_switch_margin_count,avg_switch_max_green_count,avg_nmin_hold_step_count,avg_spillback_block_event_count,avg_spillback_release_event_count,avg_spillback_block_step_count,avg_platoon_extend_step_count,avg_fairness_positive_bonus_count,avg_fairness_bonus_sum,avg_mp_super_mode_switch_count,avg_mp_super_program0_to_mp_count,avg_mp_super_mp_to_program0_count,avg_mp_super_program0_step_count,avg_mp_super_base_step_count,avg_mp_super_lta_step_count,avg_mp_super_nmin_step_count,avg_mp_super_fair_step_count,avg_mp_super_platoon_step_count,avg_mp_super_safe_step_count,avg_mp_super_load_sum,avg_mp_super_imbalance_sum,avg_mp_super_wait_imbalance_sum,avg_mp_super_burstiness_sum,avg_mp_super_platoon_sum,avg_mp_super_downstream_sum
bologna,balanced,high,mp_super_no_safe,3,850.506933,64.400323,3413.216667,1275.690067,59.87854,4083.366667,1091.552301,5.394058,5000.0,5000.0,5000.0,0.0,0.0,1843.0,0.0,0.0,0.0,0.0,0.0,5.333333,1099.333333,2664.263282,3075.333333,1090.333333,1090.333333,1622202.333333,7718.666667,26229.666667,8084.0,4497.666667,66.333333,0.0,61361.030842,213375.006315,190917.151131,19054.167465,10508.333333,64350.952901
bologna,balanced,low,fixed_program0,3,198.647555,1.246984,472.4,474.718444,6.2911,951.183333,301.661942,8.557192,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,low,fixed_tuned,3,277.360444,14.401082,625.75,558.957111,20.918851,1078.416667,385.902666,7.396109,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,low,mp_base,3,406.644,27.844807,1621.566667,675.756,31.380277,2024.283333,500.514091,8.80431,1500.0,1500.0,1500.0,0.0,0.0,3602.666667,1103.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,low,mp_fair_mu5_w20,3,369.510889,10.208514,1458.583333,636.306444,9.331514,1890.016667,462.082475,8.878067,1500.0,1500.0,1500.0,0.0,0.0,3860.0,1069.333333,0.0,0.0,0.0,0.0,0.0,9025.333333,18869.554405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,low,mp_lta_g060_sf050,3,389.372444,34.139764,1376.766667,659.882,31.793042,1770.683333,484.581742,8.274038,1500.0,1500.0,1500.0,0.0,0.0,1778.333333,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,low,mp_nmin_a120_f4,3,423.791778,59.075917,1713.683333,694.562444,59.393663,2145.516667,519.129678,8.764709,1500.0,1500.0,1500.0,0.0,0.0,3802.666667,1106.0,5866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,low,mp_platoon_x2,3,412.578444,42.563654,1580.55,683.351555,46.922167,2094.583333,507.805367,8.767293,1500.0,1500.0,1500.0,0.0,0.0,3566.0,1106.666667,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,low,mp_program0,3,196.275778,8.921615,456.05,473.149556,6.133202,924.95,300.096627,8.574246,1500.0,1500.0,1500.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,low,mp_spillback_on90_off80,3,405.551334,28.256621,1609.8,674.632667,31.561604,2015.916667,499.297491,8.811925,1500.0,1500.0,1500.0,0.0,0.0,3592.0,1092.0,0.0,5.0,5.0,236.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,low,mp_super,3,202.817556,13.760751,444.35,481.600222,16.79177,924.116667,308.4783,8.583411,1500.0,1500.0,1500.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,326.24504,177.333333,81.333333,81.333333,869094.333333,82.333333,768.333333,5.333333,993.0,0.0,8.0,9786.066172,77062.777786,71504.933232,8136.884445,3096.666667,10533.843037
bologna,balanced,low,mp_super_no_safe,3,201.651111,14.794942,441.033333,480.277111,18.64731,922.1,307.154213,8.591948,1500.0,1500.0,1500.0,0.0,0.0,145.666667,0.0,0.0,0.0,0.0,0.0,0.0,149.666667,306.737256,173.0,80.666667,80.666667,869188.0,78.0,760.0,5.333333,942.333333,0.0,0.0,9736.708352,77179.280038,71573.465943,8146.675703,3103.666667,10444.8017
bologna,balanced,medium,fixed_program0,3,562.669555,10.089073,2379.666667,908.446889,14.845946,2996.983333,730.31298,6.59377,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,medium,fixed_tuned,3,579.956334,67.42961,1909.9,927.818666,78.898785,2663.516667,753.423469,5.862201,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,medium,mp_base,3,781.008111,37.933684,2858.383333,1105.934556,38.496923,3513.066667,924.334678,7.055461,3000.0,3000.0,3000.0,0.0,0.0,5744.0,1224.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,medium,mp_fair_mu5_w20,3,706.987778,14.334463,2600.533333,1031.456778,13.369765,3183.6,852.04578,7.041303,3000.0,3000.0,3000.0,0.0,0.0,6417.666667,1189.666667,0.0,0.0,0.0,0.0,0.0,27117.0,80386.717253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,medium,mp_lta_g060_sf050,3,749.360778,79.453662,3004.3,1073.134111,89.299116,3607.633333,892.051043,6.8125,3000.0,3000.0,3000.0,0.0,0.0,3155.666667,2408.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,medium,mp_nmin_a120_f4,3,811.637,29.878541,3136.716667,1138.780667,28.339904,3712.9,956.895183,7.061624,3000.0,3000.0,3000.0,0.0,0.0,6319.0,1252.0,11276.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,medium,mp_platoon_x2,3,797.417222,53.254081,3017.033333,1121.966444,58.368268,3630.133333,940.57738,7.024212,3000.0,3000.0,3000.0,0.0,0.0,5861.0,1257.666667,0.0,0.0,0.0,0.0,426.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,medium,mp_program0,3,411.707222,44.539189,1911.666667,729.728556,41.697718,2398.85,552.896523,7.092346,3000.0,3000.0,3000.0,0.0,0.0,214.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,medium,mp_spillback_on90_off80,3,831.848111,20.631262,3179.916667,1158.461334,27.175094,3768.85,976.877344,6.961214,3000.0,3000.0,3000.0,0.0,0.0,5665.333333,1257.0,0.0,70.0,70.0,8528.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,balanced,medium,mp_super,3,333.883445,68.970788,1129.8,651.131111,71.792432,1660.716667,475.614255,7.384892,3000.0,3000.0,3000.0,0.0,0.0,579.333333,0.0,0.0,1.0,0.666667,177.333333,0.0,343.666667,711.094336,1010.0,425.666667,425.666667,1065122.333333,1649.666667,5464.0,317.666667,2134.0,2.666667,365.666667,22949.891339,129194.134297,117445.538153,12950.667961,6580.0,22670.541214
bologna,balanced,medium,mp_super_no_safe,3,361.329444,80.092257,1371.133333,679.912555,89.14279,1877.55,503.968048,7.287831,3000.0,3000.0,3000.0,0.0,0.0,574.333333,0.0,0.0,0.0,0.0,0.0,0.0,355.666667,758.312294,993.666667,426.0,426.0,1168410.333333,1441.333333,5577.333333,311.666667,2084.333333,3.333333,0.0,22722.117442,130618.13971,119060.970779,12970.877613,6593.666667,22558.132749
bologna,peak,high,fixed_program0,3,3224.809867,62.32265,11101.116667,4025.807067,77.966086,12790.683333,3783.571247,2.951064,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,high,fixed_tuned,3,3488.631267,51.128814,10811.383333,4286.485733,61.342273,12469.966667,4047.380763,2.501395,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,high,mp_base,3,5329.745067,718.421426,12918.383333,6204.216733,749.728099,14663.083333,5937.723717,2.871043,5000.0,5000.0,5000.0,0.0,0.0,9837.333333,2213.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,high,mp_fair_mu5_w20,3,4879.316533,774.39895,12053.333333,5771.851867,796.934104,13806.1,5515.031593,2.856343,5000.0,5000.0,5000.0,0.0,0.0,13210.666667,2003.0,0.0,0.0,0.0,0.0,0.0,198580.0,772838.520124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,high,mp_lta_g060_sf050,3,5246.744733,335.300369,13124.9,6101.184267,339.15047,14768.083333,5831.627329,2.814568,5000.0,5000.0,5000.0,0.0,0.0,5851.666667,4276.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,high,mp_nmin_a120_f4,3,5504.765267,336.26904,12906.8,6415.4024,348.049127,14613.766667,6145.716723,2.632523,5000.0,5000.0,5000.0,0.0,0.0,11850.666667,2225.666667,34421.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,high,mp_platoon_x2,3,5220.488667,512.057915,13162.083333,6082.0056,537.412555,14880.433333,5817.574309,2.916955,5000.0,5000.0,5000.0,0.0,0.0,9721.0,2280.666667,0.0,0.0,0.0,0.0,853.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,high,mp_program0,3,2167.7118,50.075881,6044.883333,3052.9278,63.216201,7885.316667,2832.684635,3.04914,5000.0,5000.0,5000.0,0.0,0.0,3379.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,high,mp_spillback_on90_off80,3,5110.232733,1061.446813,13139.416667,5966.322733,1122.85114,14933.783333,5705.068667,2.94644,5000.0,5000.0,5000.0,0.0,0.0,10059.666667,2209.333333,0.0,1971.333333,1971.333333,204015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,high,mp_super,3,2183.0476,171.838934,6399.683333,3069.881,182.687103,8250.483333,2848.742838,3.091159,5000.0,5000.0,5000.0,0.0,0.0,4229.333333,0.0,0.0,165.0,149.666667,10961.0,16.666667,1450.333333,3877.126806,7862.666667,1820.666667,1820.666667,2446031.333333,22803.666667,62322.0,30896.0,4323.666667,138.333333,19624.333333,142379.306379,298603.285798,239481.216437,23020.290567,12338.666667,141672.823514
bologna,peak,high,mp_super_no_safe,3,2252.054667,43.706556,6365.633333,3125.417333,47.337055,8044.25,2903.104355,3.048052,5000.0,5000.0,5000.0,0.0,0.0,4461.0,0.0,0.0,0.0,0.0,0.0,14.0,2472.666667,6973.597621,6737.666667,1769.333333,1769.333333,2102881.333333,22018.0,82737.0,31702.666667,6079.666667,120.333333,0.0,144777.104669,294391.436772,239681.890118,22671.818065,12511.0,144196.222033
bologna,peak,low,fixed_program0,3,609.066,84.21509,2526.466667,1031.792,80.012926,3371.116667,825.661216,6.576902,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,low,fixed_tuned,3,703.504444,40.376995,2455.466667,1135.276,35.191982,3328.9,929.987093,5.568739,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,low,mp_base,3,775.743333,65.20076,2375.433333,1160.748667,67.530352,3019.816667,953.197187,6.828062,1500.0,1500.0,1500.0,0.0,0.0,3312.0,915.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,low,mp_fair_mu5_w20,3,744.705111,26.401375,2375.166667,1135.248445,30.081106,3041.766667,927.753142,6.915327,1500.0,1500.0,1500.0,0.0,0.0,3691.666667,902.666667,0.0,0.0,0.0,0.0,0.0,11973.0,31334.446977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,low,mp_lta_g060_sf050,3,765.942444,36.633957,2357.633333,1152.271111,33.531065,2950.183333,944.529998,6.562644,1500.0,1500.0,1500.0,0.0,0.0,1734.333333,1747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,low,mp_nmin_a120_f4,3,815.705333,58.583736,2425.65,1210.928222,70.153342,3012.15,1002.962015,6.63271,1500.0,1500.0,1500.0,0.0,0.0,3638.333333,901.0,6162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,low,mp_platoon_x2,3,776.129556,52.745255,2402.616667,1164.221778,58.330124,3082.216667,956.261869,6.884135,1500.0,1500.0,1500.0,0.0,0.0,3308.0,925.666667,0.0,0.0,0.0,0.0,289.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,low,mp_program0,3,401.917555,42.835916,1138.283333,807.992444,48.574429,1865.233333,602.432553,6.92136,1500.0,1500.0,1500.0,0.0,0.0,137.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,low,mp_spillback_on90_off80,3,829.198667,10.669738,2548.116667,1216.778,20.469578,3204.4,1008.593085,6.719255,1500.0,1500.0,1500.0,0.0,0.0,3329.333333,934.333333,0.0,31.333333,31.333333,2772.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,low,mp_super,3,396.672667,41.442636,1114.05,805.796889,45.047636,1872.416667,600.403427,6.915615,1500.0,1500.0,1500.0,0.0,0.0,312.666667,0.0,0.0,0.666667,0.333333,7.333333,0.0,44.666667,122.125796,770.333333,324.0,324.0,917503.0,1347.333333,3531.333333,203.666667,162.333333,1.666667,25.666667,13608.459811,81052.406352,71399.486144,8498.094316,4314.0,13604.802622
bologna,peak,low,mp_super_no_safe,3,399.451111,37.057672,1172.766667,806.862667,39.954376,1878.416667,601.623624,6.913978,1500.0,1500.0,1500.0,0.0,0.0,303.666667,0.0,0.0,0.0,0.0,0.0,0.0,46.0,122.78725,749.666667,314.333333,314.333333,893801.0,1358.0,3543.333333,269.0,173.0,3.0,0.0,13546.643458,80734.445982,71159.596886,8399.859698,4303.0,13336.286303
bologna,peak,medium,fixed_program0,3,1607.377,67.38832,6658.583333,2193.009889,63.020458,7824.3,1978.031791,4.427406,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,fixed_tuned,3,1811.074444,39.312478,6603.316667,2406.453,42.387037,7787.233333,2190.734776,3.681506,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_base,3,2065.158778,114.774826,5527.783333,2606.549111,127.528995,6521.166667,2386.334974,4.669463,3000.0,3000.0,3000.0,0.0,0.0,5767.666667,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_fair_mu5_w20,3,1886.505444,187.815813,5154.066667,2443.056,194.366987,6185.733333,2225.598837,4.534997,3000.0,3000.0,3000.0,0.0,0.0,6653.0,1337.333333,0.0,0.0,0.0,0.0,0.0,50498.0,180201.761564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_lta_g060_sf050,3,2271.327445,182.261229,5912.366667,2829.857444,198.07451,6916.133333,2606.562161,4.506085,3000.0,3000.0,3000.0,0.0,0.0,3295.666667,2688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_nmin_a120_f4,3,2153.56,117.183214,5592.133333,2712.875,115.847774,6595.883333,2490.772253,4.516895,3000.0,3000.0,3000.0,0.0,0.0,6658.666667,1445.0,14503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_platoon_x2,3,2011.501555,181.205336,5338.2,2552.321778,193.739342,6319.033333,2333.795716,4.633924,3000.0,3000.0,3000.0,0.0,0.0,5760.333333,1462.333333,0.0,0.0,0.0,0.0,605.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_program0,3,1113.712778,169.43199,3765.583333,1705.237444,186.555408,4895.016667,1495.88698,4.590142,3000.0,3000.0,3000.0,0.0,0.0,1024.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_spillback_on90_off80,3,2161.428111,90.56389,5878.216667,2709.387111,97.750862,6933.15,2490.003469,4.630277,3000.0,3000.0,3000.0,0.0,0.0,5846.333333,1414.0,0.0,355.333333,355.333333,33167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bologna,peak,medium,mp_super,3,1097.529111,50.427135,3560.483333,1697.403222,52.908845,4852.016667,1487.850752,4.610357,3000.0,3000.0,3000.0,0.0,0.0,1489.333333,0.0,0.0,43.0,35.666667,2811.0,9.333333,224.0,489.463213,3172.666667,907.333333,907.333333,1450549.666667,8568.0,20439.0,10059.666667,1248.0,81.0,4300.333333,52813.518444,158165.997862,130868.590634,14422.926916,7892.666667,48805.85894
bologna,peak,medium,mp_super_no_safe,3,1107.630555,56.878183,3581.983333,1714.725111,63.711885,4869.016667,1505.821904,4.592435,3000.0,3000.0,3000.0,0.0,0.0,1504.666667,0.0,0.0,0.0,0.0,0.0,6.0,211.666667,510.833471,3042.333333,921.333333,921.333333,1447778.0,8552.333333,24128.666667,10973.0,1016.0,45.666667,0.0,53355.369421,159609.023692,131104.344899,14686.59949,7920.333333,49197.332712
