run_id,map,effective_map,demand,demand_vehicles,demand_start_time,demand_end_time,population_set,pop_seed,scenario,controller,flags,driver_profile,population_file,status,wall_seconds,log_file,vehicles_count,mean_wait_s,p95_wait_s,mean_travel_s,p95_travel_s,mean_time_loss_s,mean_speed_mps,mean_co2_g,mean_fuel_g,planned_trips,completed_trips,unfinished_trips,censoring_rate,mp_switch_margin_count,mp_switch_max_green_count,mp_nmin_hold_step_count,mp_spillback_block_event_count,mp_spillback_release_event_count,mp_spillback_block_step_count,mp_platoon_extend_step_count,mp_fairness_positive_bonus_count,mp_fairness_bonus_sum,mp_super_mode_switch_count,mp_super_program0_to_mp_count,mp_super_mp_to_program0_count,mp_super_program0_step_count,mp_super_base_step_count,mp_super_lta_step_count,mp_super_nmin_step_count,mp_super_fair_step_count,mp_super_platoon_step_count,mp_super_safe_step_count,mp_super_load_sum,mp_super_imbalance_sum,mp_super_wait_imbalance_sum,mp_super_burstiness_sum,mp_super_platoon_sum,mp_super_downstream_sum
manhattan8x8_100pc__balanced__low__seed2__mp_nmin_a080_f2,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,2,mp_nmin_a080_f2,mp,--nmin-dynamic --lost-time-sat-flow 0.50 --nmin-alpha 0.80 --nmin-floor 2 --nmin-min-green 4.0 --nmin-demand-gain 0.25 --nmin-empty-release-seconds 1.0,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed2.yaml,ok,425.229,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed2__mp_nmin_a080_f2/vehicle_metrics.csv,2400,23.267917,48.0,136.987917,231.0,54.089767,8.365291,421.655505,136.20158,2400,2400,0,0.0,6521.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed2__mp_lta_g060_sf050,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,2,mp_lta_g060_sf050,mp,--lost-time-aware --lost-time-sat-flow 0.50 --lost-time-gain 0.60,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed2.yaml,ok,443.628,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed2__mp_lta_g060_sf050/vehicle_metrics.csv,2400,30.65375,74.0,143.915833,250.05,60.994575,8.05925,427.184468,137.999182,2400,2400,0,0.0,5345.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed2__mp_fair_mu5_w20,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,2,mp_fair_mu5_w20,mp,--fairness --fairness-mu 5.0 --fairness-w-half 20.0,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed2.yaml,ok,444.429,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed2__mp_fair_mu5_w20/vehicle_metrics.csv,2400,26.2025,55.0,139.595,237.0,56.688204,8.213547,424.886232,137.246061,2400,2400,0,0.0,6057.0,79.0,0.0,0.0,0.0,0.0,0.0,5570.0,3111.958572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed2__mp_downstream_b04,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,2,mp_downstream_b04,mp,--downstream-penalty --downstream-beta 0.4 --downstream-alpha 0.30,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed2.yaml,ok,513.598,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed2__mp_downstream_b04/vehicle_metrics.csv,2400,31.461667,67.0,147.892083,255.0,64.984954,7.794394,450.580878,145.546657,2400,2400,0,0.0,10398.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed2__mp_spillback_on90_off80,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,2,mp_spillback_on90_off80,mp,--spillback --spillback-on 0.90 --spillback-off 0.80 --spillback-min-halts 3 --spillback-alpha 0.30,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed2.yaml,ok,908.891,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed2__mp_spillback_on90_off80/vehicle_metrics.csv,2400,26.7,56.0,140.413333,235.0,57.497946,8.16222,425.748617,137.527068,2400,2400,0,0.0,6130.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed2__mp_switch_rel005,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,2,mp_switch_rel005,mp,--switch-epsilon-rel 0.05,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed2.yaml,ok,419.677,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed2__mp_switch_rel005/vehicle_metrics.csv,2400,26.7,56.0,140.413333,235.0,57.497946,8.16222,425.748617,137.527068,2400,2400,0,0.0,6130.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed2__fixed_program0,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,2,fixed_program0,fixed,--fixed-program-id 0,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed2.yaml,ok,113.148,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed2__fixed_program0/vehicle_metrics.csv,2400,66.42375,139.0,177.2375,299.05,94.301288,6.690941,464.699551,150.144612,2400,2400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed2__mp_platoon_x4,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,2,mp_platoon_x4,mp,--platoon-extension --platoon-headway-threshold 2.1 --platoon-gap-out-seconds 2.1 --platoon-max-extra-green 4.0 --platoon-guard-occ 0.90,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed2.yaml,ok,751.599,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed2__mp_platoon_x4/vehicle_metrics.csv,2400,27.074167,56.0,141.072917,239.0,58.1598,8.136851,424.664631,137.183396,2400,2400,0,0.0,6165.0,83.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed3__mp_nmin_a080_f2,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,3,mp_nmin_a080_f2,mp,--nmin-dynamic --lost-time-sat-flow 0.50 --nmin-alpha 0.80 --nmin-floor 2 --nmin-min-green 4.0 --nmin-demand-gain 0.25 --nmin-empty-release-seconds 1.0,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed3.yaml,ok,422.845,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed3__mp_nmin_a080_f2/vehicle_metrics.csv,2400,23.93375,48.0,137.639583,233.05,55.152133,8.255521,398.71419,128.846436,2400,2400,0,0.0,6639.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed3__mp_base,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,3,mp_base,mp,,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed3.yaml,ok,430.541,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed3__mp_base/vehicle_metrics.csv,2400,26.293333,56.0,139.055,235.0,56.563342,8.227215,398.742078,128.855337,2400,2400,0,0.0,6025.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed3__mp_lta_g060_sf050,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,3,mp_lta_g060_sf050,mp,--lost-time-aware --lost-time-sat-flow 0.50 --lost-time-gain 0.60,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed3.yaml,ok,465.624,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed3__mp_lta_g060_sf050/vehicle_metrics.csv,2400,30.55,75.0,143.21375,242.05,60.7066,8.058552,404.484342,130.714287,2400,2400,0,0.0,5281.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed3__mp_fair_mu5_w20,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,3,mp_fair_mu5_w20,mp,--fairness --fairness-mu 5.0 --fairness-w-half 20.0,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed3.yaml,ok,433.542,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed3__mp_fair_mu5_w20/vehicle_metrics.csv,2400,26.747917,57.0,139.81125,236.0,57.317225,8.153341,400.433022,129.402106,2400,2400,0,0.0,6040.0,90.0,0.0,0.0,0.0,0.0,0.0,5582.0,3242.542869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed3__mp_downstream_b04,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,3,mp_downstream_b04,mp,--downstream-penalty --downstream-beta 0.4 --downstream-alpha 0.30,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed3.yaml,ok,514.854,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed3__mp_downstream_b04/vehicle_metrics.csv,2400,31.319583,66.0,146.865,250.0,64.381883,7.783672,421.857602,136.325434,2400,2400,0,0.0,10185.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed3__mp_spillback_on90_off80,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,3,mp_spillback_on90_off80,mp,--spillback --spillback-on 0.90 --spillback-off 0.80 --spillback-min-halts 3 --spillback-alpha 0.30,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed3.yaml,ok,925.588,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed3__mp_spillback_on90_off80/vehicle_metrics.csv,2400,26.293333,56.0,139.055,235.0,56.563342,8.227215,398.742078,128.855337,2400,2400,0,0.0,6025.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed3__mp_switch_rel005,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,3,mp_switch_rel005,mp,--switch-epsilon-rel 0.05,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed3.yaml,ok,419.847,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed3__mp_switch_rel005/vehicle_metrics.csv,2400,26.293333,56.0,139.055,235.0,56.563342,8.227215,398.742078,128.855337,2400,2400,0,0.0,6025.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed3__fixed_program0,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,3,fixed_program0,fixed,--fixed-program-id 0,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed3.yaml,ok,117.278,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed3__fixed_program0/vehicle_metrics.csv,2400,67.081667,137.05,177.17875,298.0,94.675042,6.661795,442.225657,142.938557,2400,2400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed3__mp_platoon_x4,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,3,mp_platoon_x4,mp,--platoon-extension --platoon-headway-threshold 2.1 --platoon-gap-out-seconds 2.1 --platoon-max-extra-green 4.0 --platoon-guard-occ 0.90,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed3.yaml,ok,739.691,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed3__mp_platoon_x4/vehicle_metrics.csv,2400,26.62,57.0,139.695417,235.05,57.217537,8.185033,399.863089,129.219196,2400,2400,0,0.0,6049.0,84.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan8x8_100pc__balanced__low__seed4__mp_nmin_a080_f2,manhattan8x8_100pc,manhattan8x8_100pc,low,2400,0.0,3600.0,balanced,4,mp_nmin_a080_f2,mp,--nmin-dynamic --lost-time-sat-flow 0.50 --nmin-alpha 0.80 --nmin-floor 2 --nmin-min-green 4.0 --nmin-demand-gain 0.25 --nmin-empty-release-seconds 1.0,human_light,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/populations/manhattan8x8_100pc_balanced_low_seed4.yaml,ok,421.278,/home/jakubhomoncik/sumo-traffic-control/logs/ablation/runs/run_0028_20260612_131724/runs/manhattan8x8_100pc__balanced__low__seed4__mp_nmin_a080_f2/vehicle_metrics.csv,2400,23.2675,47.0,136.25625,225.0,53.960021,8.356137,412.166324,133.147304,2400,2400,0,0.0,6514.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
